DOMAIN	ACCESSION	Apophysomyces_elegans_B7760	Apophysomyces_ossiformis__NRRL_A-21654	Apophysomyces_sp___BC1015	Apophysomyces_sp___BC1021	Apophysomyces_sp___BC1034	Apophysomyces_trapeziformis_B9324	Apophysomyces_variabilis__NCCPF_102052	Saksenaea_oblongisporus_B3353	Saksenaea_vasiformis_B4078
Sirohm_synth_M	PF14824.6	2	2	2	2	2	2	2	2	2
Phosducin	PF02114.16	2	2	2	2	2	2	2	2	2
UBM	PF14377.6	2	2	2	2	2	2	2	2	2
Coatomer_WDAD	PF04053.14	2	2	2	2	2	2	2	2	2
RNA_pol_L_2	PF13656.6	2	2	2	2	2	2	2	2	2
RPN13_C	PF16550.5	2	2	2	2	2	2	2	2	2
AlaDh_PNT_N	PF05222.15	2	2	2	2	2	2	2	2	2
Glyco_transf_34	PF05637.12	2	2	2	2	2	2	2	2	2
POR_N	PF01855.19	2	2	2	2	2	2	2	2	2
Peptidase_S28	PF05577.12	2	2	2	2	2	2	2	2	2
Nucleos_tra2_N	PF01773.20	2	2	2	2	2	2	2	2	2
zf-ZPR1	PF03367.13	2	2	2	2	2	2	2	2	2
ArgoN	PF16486.5	2	2	2	2	2	2	2	2	2
AdoMet_MTase	PF07757.13	2	2	2	2	2	2	1	2	3
RNA_pol_Rpb4	PF03874.16	2	2	2	2	2	2	2	2	2
SDH_beta	PF03315.15	2	2	2	2	2	2	2	2	2
Membr_traf_MHD	PF10540.9	2	2	2	2	2	2	2	2	2
Gln-synt_C-ter	PF18318.1	2	2	2	2	2	2	2	2	2
Lipin_mid	PF16876.5	2	2	2	2	2	2	2	2	2
Presenilin	PF01080.17	0	3	3	3	1	3	0	2	3
XPC-binding	PF09280.11	2	2	2	2	2	2	2	2	2
MMR_HSR1_Xtn	PF16897.5	2	2	2	2	2	2	2	2	2
CLP1_P	PF16575.5	2	2	2	2	2	2	2	2	2
Polyketide_cyc	PF03364.20	2	2	3	2	3	2	2	1	1
DUF3818	PF12825.7	2	2	2	2	2	2	2	2	2
COX4	PF02936.14	2	2	2	2	2	2	2	2	2
40S_S4_C	PF16121.5	2	2	2	2	2	2	2	2	2
Guanylate_cyc	PF00211.20	2	2	2	2	2	2	2	2	2
WAC_Acf1_DNA_bd	PF10537.9	2	2	2	2	2	2	2	2	2
Cupin_2	PF07883.11	2	2	2	2	3	2	1	2	2
GSIII_N	PF12437.8	2	2	2	2	2	2	2	2	2
Sterol_MT_C	PF08498.10	2	2	2	2	2	2	2	2	2
TrkA_N	PF02254.18	3	3	1	0	2	0	1	5	3
Amidase	PF01425.21	1	2	3	2	3	2	1	2	2
GCFC	PF07842.12	2	2	2	2	2	2	2	2	2
Vps39_2	PF10367.9	2	2	2	2	2	2	1	2	3
UCR_TM	PF02921.14	2	2	2	2	2	2	2	2	2
Cas1_AcylT	PF07779.12	2	2	2	2	2	2	2	2	2
RNA12	PF10443.9	2	2	2	2	2	2	2	2	2
Glyco_hydro_17	PF00332.18	2	1	2	2	2	2	2	2	3
Lipase_GDSL_2	PF13472.6	2	2	2	2	2	2	1	2	3
ArgoMid	PF16487.5	2	2	2	2	2	2	2	2	2
MFS_MOT1	PF16983.5	2	2	2	2	2	2	2	2	2
Es2	PF09751.9	2	2	2	2	2	2	2	2	2
ASXH	PF13919.6	2	2	2	2	2	2	2	2	2
Vps39_1	PF10366.9	2	2	2	2	2	2	2	2	2
Evr1_Alr	PF04777.13	2	3	1	2	2	4	1	2	1
AcetylCoA_hyd_C	PF13336.6	2	2	2	2	2	2	2	2	2
ADSL_C	PF10397.9	2	2	2	2	2	2	2	2	2
PRKCSH	PF07915.13	2	2	2	2	2	2	2	2	2
Q_salvage	PF10343.9	2	2	2	2	2	2	2	2	2
Uricase	PF01014.18	2	2	2	2	2	2	2	2	2
DSHCT	PF08148.12	2	2	2	2	2	2	2	2	2
ATP-sulfurylase	PF01747.17	2	2	2	2	2	2	2	2	2
Sacchrp_dh_C	PF16653.5	2	2	2	2	2	2	2	2	2
DUF3700	PF12481.8	2	2	2	2	2	2	2	2	2
DMAP_binding	PF06464.11	2	2	2	2	2	2	2	2	2
Peptidase_M49	PF03571.15	2	2	2	2	2	2	2	2	2
DUF4187	PF13821.6	2	2	2	2	2	2	2	2	2
Nucleoporin2	PF04096.14	2	2	2	2	2	2	2	2	2
mRNA_cap_C	PF03919.15	3	2	2	2	2	2	2	1	2
MMS19_N	PF14500.6	2	2	2	2	2	2	2	2	2
Glyco_transf_41	PF13844.6	2	2	2	2	2	2	2	2	2
eIF_4G1	PF12152.8	2	2	2	2	2	2	2	2	2
LSM14	PF12701.7	2	2	2	2	2	2	2	2	2
Maf1	PF09174.10	2	2	2	2	2	2	2	2	2
UFD1	PF03152.14	2	2	2	2	2	2	2	2	2
TFR_dimer	PF04253.15	2	2	2	2	2	2	2	2	2
Gpr1_Fun34_YaaH	PF01184.19	2	2	2	2	2	2	2	2	2
XRN_M	PF17846.1	2	2	2	2	2	2	2	2	2
NUC153	PF08159.12	2	2	2	2	2	2	2	2	2
Vps35	PF03635.17	2	2	2	2	2	2	2	2	2
NST1	PF13945.6	2	2	2	2	2	2	3	1	2
2OG-FeII_Oxy	PF03171.20	1	2	2	2	2	2	2	3	2
Abhydrolase_2	PF02230.16	2	2	2	2	2	2	3	1	2
Proteasom_Rpn13	PF04683.13	2	2	2	2	2	2	2	2	2
AARP2CN	PF08142.12	2	2	2	2	2	2	2	2	2
PRP4	PF08799.11	2	2	2	2	2	2	2	2	2
CwfJ_C_2	PF04676.14	2	2	2	2	2	2	2	2	2
Sirohm_synth_C	PF14823.6	2	2	2	2	2	2	2	2	2
DUF3819	PF12842.7	2	2	2	2	2	2	2	2	2
Ribosomal_S19e	PF01090.19	2	2	2	2	2	2	2	2	2
DnaJ-X	PF14308.6	2	2	2	2	2	2	2	2	2
TRP	PF06011.12	2	1	2	4	2	3	0	2	2
FGE-sulfatase	PF03781.16	2	2	2	2	2	2	2	2	2
HR1	PF02185.16	2	2	2	2	2	2	2	2	2
RIBIOP_C	PF04950.12	2	2	2	2	2	2	2	2	2
Ribosomal_S17_N	PF16205.5	2	2	2	2	2	2	2	2	2
Sybindin	PF04099.12	2	2	2	2	2	2	2	2	2
Ribosomal_S27	PF01599.19	2	2	2	2	2	2	2	2	2
EST1_DNA_bind	PF10373.9	2	2	2	2	2	2	2	2	2
NOP5NT	PF08156.13	2	2	2	2	2	2	2	2	2
PUA_2	PF14306.6	2	2	2	2	2	2	2	2	2
SDH_alpha	PF03313.15	2	2	2	2	2	2	2	2	2
KH_6	PF15985.5	2	2	2	2	2	2	2	2	2
MyTH4	PF00784.17	2	2	2	2	2	2	2	2	2
2OG-FeII_Oxy_4	PF13661.6	2	2	2	2	2	2	2	2	2
PRAI	PF00697.22	2	1	2	2	3	2	2	2	2
TTL	PF03133.15	2	2	2	2	2	2	2	2	2
ArgoL1	PF08699.10	2	2	2	2	2	2	2	2	2
Gal_mutarotas_2	PF13802.6	2	2	2	2	2	2	2	2	2
Mt_ATP-synt_B	PF05405.14	2	2	2	2	2	2	2	2	2
AcetylCoA_hydro	PF02550.15	2	2	2	2	2	2	2	2	2
DJ-1_PfpI	PF01965.24	2	2	2	2	2	2	2	1	2
TruB_N	PF01509.18	2	2	2	2	3	2	2	1	1
Zds_C	PF08632.10	1	3	3	3	3	1	2	0	1
GST_C_5	PF16865.5	2	2	2	2	2	3	2	1	1
Hid1	PF12722.7	2	1	2	1	1	3	3	2	2
CBFB_NFYA	PF02045.15	2	2	2	2	2	2	2	1	2
muHD	PF10291.9	2	2	2	2	2	2	2	1	2
Alpha-mann_mid	PF09261.11	2	2	2	2	2	2	1	2	2
Vps54_N	PF10475.9	2	2	3	2	2	2	1	1	2
Ribosomal_S30	PF04758.14	2	2	2	2	2	2	1	2	2
DFRP_C	PF16543.5	2	2	2	2	2	1	2	2	2
Lectin_leg-like	PF03388.13	2	2	2	2	2	1	2	2	2
Disintegrin	PF00200.23	4	2	2	1	1	3	1	2	1
WSD	PF15613.6	2	2	2	2	2	1	2	2	2
Rad1	PF02144.16	2	2	2	2	2	2	1	2	2
DUF3402	PF11882.8	2	2	2	2	2	2	2	1	2
COX6B	PF02297.17	2	1	2	2	2	2	2	2	2
Rrp44_S1	PF17215.3	2	1	2	2	2	2	2	2	2
Nup54	PF13874.6	2	2	2	2	2	2	1	2	2
PI3Ka	PF00613.20	1	2	2	2	2	2	2	2	2
PAS_9	PF13426.7	2	2	3	1	6	1	0	1	1
Ctr	PF04145.15	2	1	3	2	2	2	1	2	2
Uds1	PF15456.6	2	2	2	2	2	2	2	2	1
Ada3	PF10198.9	2	2	2	2	2	2	2	1	2
End3	PF12761.7	1	2	2	2	2	2	2	2	2
DUF4499	PF14934.6	2	1	2	2	2	2	2	2	2
Rrp44_CSD1	PF17216.3	2	2	2	2	2	2	1	2	2
JmjN	PF02375.17	1	2	2	2	2	2	3	2	1
DUF1687	PF07955.11	2	2	1	1	2	2	2	3	2
SRA1	PF07304.11	2	3	1	2	1	2	2	2	2
NAT	PF04768.13	2	2	2	2	2	1	2	2	2
ATP-synt_DE_N	PF02823.16	1	2	3	2	3	1	1	2	2
Acetyltransf_9	PF13527.7	2	2	2	2	2	1	1	3	2
DRY_EERY	PF09750.9	3	2	2	2	2	2	2	1	1
HIG_1_N	PF04588.13	2	2	1	2	2	2	2	2	2
Rad60-SLD_2	PF13881.6	3	1	4	2	3	0	1	2	1
Mob1_phocein	PF03637.17	2	1	3	2	2	2	1	2	2
40S_SA_C	PF16122.5	2	2	2	2	2	2	2	2	1
Med23	PF11573.8	2	2	2	2	1	2	2	2	2
Acetyltransf_4	PF13420.7	2	3	1	2	2	2	2	2	1
POPLD	PF08170.12	2	2	2	2	2	2	2	2	1
ApbA_C	PF08546.11	2	1	2	2	2	2	2	2	2
EFhand_Ca_insen	PF08726.10	2	2	2	2	2	2	2	1	2
Tfb4	PF03850.14	2	2	2	2	2	2	1	2	2
MCM_bind	PF09739.9	2	1	2	2	1	2	3	2	2
SWIM	PF04434.17	3	1	2	2	3	2	1	0	3
COX5A	PF02284.16	2	2	2	2	2	2	2	1	2
Nup88	PF10168.9	2	2	2	2	2	2	1	2	2
UPF0121	PF03661.13	2	2	2	2	2	2	2	2	1
IIGP	PF05049.13	1	2	2	3	3	1	2	2	1
NPR2	PF06218.11	2	2	2	2	2	2	1	2	2
ATP19	PF11022.8	2	2	2	2	2	2	2	2	1
Vezatin	PF12632.7	2	2	2	2	2	2	2	1	2
zinc_ribbon_10	PF10058.9	2	2	2	2	2	2	2	2	1
EB1	PF03271.17	2	2	2	2	2	2	2	2	1
N6_Mtase	PF02384.16	2	2	2	2	2	2	2	2	1
Serinc	PF03348.15	2	2	2	2	1	3	1	2	2
Pep3_Vps18	PF05131.14	2	2	2	2	2	2	1	2	2
DUF2075	PF09848.9	1	2	1	2	4	2	1	2	2
X8	PF07983.13	1	2	2	2	2	2	2	2	2
RPEL	PF02755.15	2	2	2	2	2	2	2	2	1
DER1	PF04511.15	2	2	2	2	2	2	1	1	3
YL1_C	PF08265.11	1	2	2	2	2	2	2	2	2
MPC	PF03650.13	3	0	2	2	2	2	2	2	2
Creatinase_N_2	PF16189.5	2	2	3	2	3	2	2	1	0
CRM1_repeat_3	PF18787.1	1	2	2	2	2	1	2	2	3
DCB	PF16213.5	2	2	2	2	2	2	1	2	2
NLE	PF08154.12	2	2	2	1	2	2	2	2	2
DUF2183	PF09949.9	2	2	2	2	2	2	2	1	2
MTP18	PF10558.9	2	2	2	2	2	2	1	2	2
Paf67	PF10255.9	2	2	2	2	2	0	3	2	2
MAP65_ASE1	PF03999.12	2	2	2	2	2	2	1	2	2
LMWPc	PF01451.21	3	3	1	1	1	3	2	1	2
TruB_C_2	PF16198.5	2	2	2	2	3	2	2	1	1
CX9C	PF16860.5	2	2	0	2	2	2	2	2	2
PH_4	PF15404.6	2	2	2	2	2	2	2	1	1
Abhydro_lipase	PF04083.16	1	1	2	2	2	2	2	2	2
Coa1	PF08695.10	2	2	2	2	2	2	2	1	1
Cohesin_HEAT	PF12765.7	2	2	2	2	2	1	2	1	2
Tyr-DNA_phospho	PF06087.12	3	2	2	2	2	1	1	1	2
MIP	PF00230.20	2	2	2	2	2	2	1	1	2
Gpi16	PF04113.14	2	1	2	2	2	2	2	2	1
Fcf1	PF04900.12	2	2	1	2	2	1	2	2	2
Tom37	PF10568.9	2	2	2	2	2	1	2	1	2
PXB	PF12828.7	1	2	2	2	2	1	2	2	2
Meth_synt_1	PF08267.12	2	2	1	1	2	2	2	2	2
MutL_C	PF08676.11	1	2	3	2	2	1	2	1	2
UvrD_C	PF13361.6	1	1	4	1	5	1	1	1	1
WH1	PF00568.23	1	3	2	2	2	1	1	2	2
Nup35_RRM	PF05172.13	3	2	2	2	2	2	1	1	1
DUF727	PF05303.12	1	2	2	2	2	1	2	2	2
Aminotran_MocR	PF12897.7	1	1	3	2	3	1	1	2	2
Thioredox_DsbH	PF03190.15	1	2	2	2	2	2	1	2	2
Sedlin_N	PF04628.13	3	2	1	1	1	2	2	2	2
Mem_trans	PF03547.18	2	2	2	2	2	1	1	3	1
KGG	PF10685.9	4	4	0	0	0	4	4	0	0
CRM1_repeat	PF18777.1	1	2	1	1	2	2	1	2	4
Sec16_C	PF12931.7	1	1	2	3	3	1	2	2	1
DUF21	PF01595.20	1	1	3	2	3	1	1	2	2
Lyase_8	PF02278.18	2	2	2	2	2	2	2	0	2
DUF810	PF05664.11	2	2	2	2	2	2	0	2	2
SUZ	PF12752.7	1	2	2	2	3	2	2	1	1
QLQ	PF08880.11	2	2	2	2	2	2	2	1	1
Rubis-subs-bind	PF09273.11	2	3	1	1	1	3	2	2	1
PH_3	PF14593.6	2	1	2	2	2	2	1	2	2
RNA_lig_T4_1	PF09511.10	2	2	2	2	2	2	2	1	1
Peptidase_M24_C	PF16188.5	2	2	3	2	3	1	2	1	0
WLM	PF08325.10	1	2	2	2	2	2	2	2	1
IMS_C	PF11799.8	1	3	4	3	2	0	2	0	1
SBDS	PF01172.18	1	2	2	2	2	1	1	3	2
Trypsin	PF00089.26	1	1	2	2	5	2	1	0	2
Sad1_UNC	PF07738.13	1	2	2	2	2	2	2	1	2
RNase_H	PF00075.24	3	2	2	1	2	1	1	2	2
Ribos_L4_asso_C	PF14374.6	3	2	1	1	1	2	2	2	2
OTU	PF02338.19	2	2	2	2	2	2	2	1	1
VCBS	PF13517.6	4	1	2	2	2	2	0	1	2
RMI1_N	PF08585.12	2	2	2	2	2	2	2	1	1
YccF	PF03733.13	2	2	2	2	2	2	0	2	2
HutD	PF05962.11	3	1	2	1	2	2	2	2	1
CHORD	PF04968.12	2	2	2	2	2	2	2	2	0
Alg6_Alg8	PF03155.15	2	1	1	2	2	2	2	2	2
Diphthami_syn_2	PF01902.17	1	2	2	2	2	2	2	2	1
CTD	PF12815.7	1	2	2	2	2	1	2	2	2
Cullin_binding	PF03556.15	1	2	2	2	2	1	1	2	3
CNOT1_HEAT	PF16418.5	1	2	2	2	2	1	2	2	2
TCO89	PF10452.9	2	2	3	3	2	1	1	1	1
DOT1	PF08123.13	2	2	2	1	2	2	2	1	2
Glyco_trans_1_2	PF13524.6	2	1	2	0	6	0	0	2	3
DUF908	PF06012.12	2	2	2	2	2	2	2	1	1
GST_C_6	PF17171.4	2	2	2	2	2	1	2	1	2
zf-C6H2	PF15801.5	2	2	2	2	2	2	0	2	2
Suv3_C_1	PF18147.1	2	2	2	2	2	1	3	1	1
PHD_2	PF13831.6	2	3	4	1	1	1	1	2	1
RsgA_GTPase	PF03193.16	1	1	4	3	4	1	1	0	1
DUF2470	PF10615.9	2	0	2	2	2	2	2	2	2
RLI	PF04068.15	1	2	2	2	2	2	1	2	2
zf-RING_5	PF14634.6	3	2	2	2	3	1	2	1	0
Ins145_P3_rec	PF08709.11	1	2	3	2	3	1	1	1	1
KH_8	PF17903.1	2	2	1	1	1	2	2	2	2
ArsC	PF03960.15	2	2	1	0	2	2	2	2	2
GFO_IDH_MocA_C	PF02894.17	1	2	2	2	2	2	1	2	1
PCRF	PF03462.18	1	2	3	2	3	1	2	1	0
CTD_bind	PF04818.13	3	2	2	1	1	2	2	1	1
CBP_BcsQ	PF06564.12	1	1	4	1	4	1	1	1	1
PGP_phosphatase	PF09419.10	2	2	1	0	1	6	1	1	1
CMD	PF02627.20	2	2	2	2	2	2	2	0	1
SUR7	PF06687.12	4	1	1	0	0	3	1	2	3
Sec61_beta	PF03911.16	2	2	1	2	1	2	1	2	2
DUF1748	PF08520.10	2	1	1	2	2	2	2	2	1
Fer2_4	PF13510.6	1	1	3	2	4	1	1	1	1
UPF0029	PF01205.19	2	2	2	2	2	1	1	1	2
GST_N_4	PF17172.4	2	2	2	2	2	1	1	1	2
RAI1	PF08652.11	3	2	1	1	1	2	3	1	1
Glyco_hydro_25	PF01183.20	2	3	1	1	1	4	1	1	1
Rtf2	PF04641.12	2	2	2	2	2	2	1	1	1
ArsA_ATPase	PF02374.15	1	1	4	1	4	1	1	1	1
Trs65	PF12735.7	3	2	2	2	2	1	1	1	1
Rhodanese_C	PF12368.8	2	2	2	2	2	2	1	1	1
RTT107_BRCT_5	PF16770.5	2	2	1	1	1	2	2	2	2
Thi4	PF01946.17	2	1	2	2	1	2	1	2	2
Vac_ImportDeg	PF09783.9	2	1	2	2	2	2	0	2	2
ILVD_EDD	PF00920.21	1	1	3	1	3	1	1	2	2
DUF410	PF04190.13	2	1	1	1	1	5	2	1	1
OST3_OST6	PF04756.13	2	2	1	1	1	2	2	2	2
Cornichon	PF03311.14	1	1	1	2	2	2	2	2	2
AAA_14	PF13173.6	2	2	2	2	2	2	1	1	1
Helicase_PWI	PF18149.1	2	2	1	1	1	2	2	2	2
Hpt	PF01627.23	2	2	2	2	2	2	1	1	1
Isochorismatase	PF00857.20	2	2	1	2	1	2	2	2	1
NDUFA12	PF05071.16	1	2	2	2	2	1	1	2	2
RNase_P_p30	PF01876.16	2	1	2	2	2	2	1	1	2
Exo_endo_phos_2	PF14529.6	0	1	4	3	2	4	0	0	1
YCII	PF03795.14	2	2	1	2	2	2	2	1	1
DUF4112	PF13430.6	3	2	2	2	2	1	1	0	2
5-FTHF_cyc-lig	PF01812.20	1	1	2	1	2	2	0	3	3
Itfg2	PF15907.5	2	2	1	1	2	1	2	2	2
SMN	PF06003.12	2	2	2	3	2	1	1	1	1
Ribonuc_L-PSP	PF01042.21	1	1	4	1	4	1	1	1	1
SURF4	PF02077.15	1	1	1	3	3	1	1	2	2
Melibiase_C	PF17801.1	2	2	2	2	2	1	1	1	2
Rad9	PF04139.13	2	2	3	2	2	1	1	1	1
zf-CHY	PF05495.12	4	2	1	2	2	3	1	0	0
UCR_UQCRX_QCR9	PF05365.12	2	1	1	2	2	2	1	2	2
4HBT_2	PF13279.6	2	2	2	1	3	1	2	2	0
DUF1115	PF06544.12	2	2	2	2	2	2	1	1	1
Ras_bdg_2	PF14847.6	2	2	1	1	1	2	2	2	2
KIF1B	PF12423.8	2	1	2	2	2	2	2	1	1
ATG_C	PF09333.11	2	1	2	2	2	2	2	1	1
YBD	PF17725.1	1	2	2	2	2	1	2	1	2
Lyase_8_N	PF08124.11	2	2	2	2	2	1	2	0	2
PWWP	PF00855.17	2	2	1	2	1	2	2	1	2
FtsH_ext	PF06480.15	1	1	3	2	3	1	1	1	2
Trans_reg_C	PF00486.28	0	0	7	0	8	0	0	0	0
Alpha_L_fucos	PF01120.17	1	1	2	2	2	3	1	2	1
Bact_lectin	PF18483.1	2	3	1	1	1	2	1	2	2
ThiS	PF02597.20	2	1	2	1	2	1	1	2	2
Sterile	PF03015.19	1	1	2	2	2	1	1	2	2
Dor1	PF04124.12	2	2	2	1	1	2	1	1	2
Spb1_C	PF07780.12	1	1	2	2	2	1	2	1	2
Cnd2	PF05786.14	1	1	2	2	2	1	1	2	2
Atg14	PF10186.9	2	2	2	2	2	0	2	1	1
Glyco_transf_64	PF09258.10	1	1	2	2	2	1	1	2	2
Myb_DNA-bind_7	PF15963.5	2	2	1	1	1	2	2	1	2
DUF2407	PF10302.9	2	2	1	2	2	1	1	1	2
TF_Zn_Ribbon	PF08271.12	2	2	1	1	1	2	1	2	2
BUD22	PF09073.10	1	1	2	2	2	1	1	2	2
DUSP	PF06337.12	1	2	2	2	2	2	1	1	1
Nup160	PF11715.8	1	2	1	1	1	2	1	2	3
DNMT1-RFD	PF12047.8	1	2	2	2	2	2	1	1	1
Init_tRNA_PT	PF04179.12	3	1	2	2	2	1	1	1	1
SUV3_C	PF12513.8	2	2	2	1	2	1	2	0	2
CDC48_N	PF02359.18	1	1	2	2	2	1	1	2	2
ABC_ATPase	PF09818.9	2	2	1	2	1	2	2	1	1
Nup188	PF10487.9	1	1	2	2	2	1	1	2	2
Pmp3	PF01679.17	2	2	1	1	1	2	2	2	1
ATP-synt_D	PF01813.17	1	1	2	2	2	1	1	2	2
DNA_pol_A	PF00476.20	1	1	2	1	3	3	1	1	1
Caleosin	PF05042.13	1	2	1	2	2	2	1	2	1
RRM_9	PF18444.1	2	2	0	1	1	2	2	1	3
Transposase_21	PF02992.14	2	1	1	0	1	3	1	2	3
zf-UBR	PF02207.20	1	2	2	2	2	1	2	0	2
zf-CSL	PF05207.13	1	1	2	2	2	1	1	2	2
Sec5	PF15469.6	2	2	2	1	1	2	1	1	2
Formyl_trans_C	PF02911.18	1	1	3	1	4	1	1	1	1
Pre-PUA	PF17832.1	1	2	2	2	2	2	0	1	2
RINT1_TIP1	PF04437.13	2	2	1	1	1	2	1	2	2
TRAM1	PF08390.11	2	1	1	1	1	2	0	3	3
IFRD	PF05004.13	1	1	2	2	2	1	1	2	2
CSD	PF00313.22	1	2	4	2	5	0	0	0	0
ATG13	PF10033.9	1	1	2	2	1	3	0	2	2
Thioredoxin_8	PF13905.6	3	3	2	0	1	2	2	1	0
Pantoate_ligase	PF02569.15	1	2	2	1	2	1	2	1	2
EHN	PF06441.12	2	1	1	1	1	3	2	1	2
Mad3_BUB1_I	PF08311.12	2	2	1	2	2	1	2	1	1
TFIIA	PF03153.13	1	2	2	2	2	2	2	1	0
NAD_binding_11	PF14833.6	2	1	2	1	3	1	2	1	1
efThoc1	PF11957.8	1	1	2	2	2	1	2	1	2
DUF2034	PF10356.9	2	0	2	2	2	2	0	2	2
HDA2-3	PF11496.8	1	1	2	2	2	1	1	2	2
Arb1	PF09692.10	2	2	1	1	1	1	2	2	2
POLO_box	PF00659.18	1	2	1	1	1	2	2	2	2
Proteasom_PSMB	PF10508.9	1	2	2	2	2	1	2	1	1
Glyco_hydro_20b	PF02838.15	2	2	1	1	1	2	2	2	1
Ribosomal_L40e	PF01020.17	5	0	0	0	0	3	0	3	3
Vac7	PF12751.7	1	2	2	2	2	1	2	1	1
SRI	PF08236.11	1	2	2	2	2	1	1	2	1
DBINO	PF13892.6	1	1	2	2	2	1	1	2	2
Metallophos_C	PF14008.6	2	2	2	2	2	1	1	1	1
E2_bind	PF08825.10	1	1	2	2	2	1	1	2	2
IucA_IucC	PF04183.12	2	2	1	1	1	2	2	1	1
CENP-N	PF05238.13	4	1	1	1	1	2	1	1	1
NADH-G_4Fe-4S_3	PF10588.9	1	1	2	2	3	1	1	1	1
OCD_Mu_crystall	PF02423.15	2	2	1	1	1	2	2	1	1
Thioredoxin_4	PF13462.6	1	1	3	2	3	1	0	1	1
CRCB	PF02537.15	2	2	1	2	3	1	0	2	0
HK	PF02110.15	1	1	3	2	2	1	1	1	1
Auto_anti-p27	PF06677.12	2	2	1	2	2	2	2	0	0
RNase_P_Rpp14	PF01900.19	2	2	1	2	2	2	0	1	1
UPF0004	PF00919.20	3	1	1	1	3	1	1	1	1
Fer4_8	PF13183.6	1	1	2	1	4	1	1	1	1
SQHop_cyclase_N	PF13249.6	1	1	3	1	3	1	1	1	1
Thioredoxin_7	PF13899.6	1	0	3	1	2	1	0	3	2
DUF4743	PF15916.5	1	1	2	2	2	2	1	1	1
TRAM	PF01938.20	4	1	1	1	2	1	1	1	1
2Fe-2S_thioredx	PF01257.19	1	1	3	1	3	1	1	1	1
Chromo_shadow	PF01393.19	1	2	1	0	0	3	1	0	5
Succ_CoA_lig	PF13607.6	2	2	1	1	1	2	2	1	1
AFG1_ATPase	PF03969.16	1	1	3	1	2	1	1	1	2
Rav1p_C	PF12234.8	1	2	2	2	1	1	2	1	1
RFX_DNA_binding	PF02257.15	1	1	2	2	2	1	1	1	2
Pex16	PF08610.10	2	1	2	1	2	2	1	1	1
COX15-CtaA	PF02628.15	1	1	3	1	3	1	1	1	1
Lyase_8_C	PF02884.17	2	2	2	2	1	1	1	0	2
Palm_thioest	PF02089.15	2	2	1	1	1	3	1	1	1
SMC_Nse1	PF07574.13	2	2	1	1	1	2	2	1	1
60KD_IMP	PF02096.20	2	1	1	1	2	3	1	1	1
Inhibitor_I78	PF11720.8	2	2	2	1	2	2	1	0	1
Sigma54_activ_2	PF14532.6	0	0	6	0	7	0	0	0	0
TRAP_alpha	PF03896.16	1	1	2	2	2	1	1	2	1
HEM4	PF02602.15	1	1	3	1	3	1	1	1	1
MoeA_C	PF03454.15	1	1	3	1	3	1	1	1	1
BK_channel_a	PF03493.18	0	1	2	3	2	1	0	2	2
T2SSE	PF00437.20	0	0	5	0	7	0	0	1	0
Spore_permease	PF03845.13	1	2	2	2	2	0	1	3	0
Aft1_OSA	PF11785.8	2	2	2	2	2	1	2	0	0
SAD_SRA	PF02182.17	2	2	1	1	1	2	2	1	1
HABP4_PAI-RBP1	PF04774.15	2	2	1	1	1	2	1	1	2
NUFIP1	PF10453.9	2	1	2	2	2	2	0	1	1
TANGO2	PF05742.12	1	1	2	1	2	2	1	2	1
MIF4G_like_2	PF09090.11	2	2	1	1	1	2	2	1	1
DUF5102	PF17104.5	1	1	2	2	2	1	2	1	1
EST1	PF10374.9	1	1	2	2	2	1	1	2	1
Integrase_H2C2	PF17921.1	2	3	2	1	1	1	2	1	0
Barwin	PF00967.17	2	2	1	1	1	2	1	2	1
PLA2_B	PF01735.18	1	1	1	2	2	1	2	2	1
Got1	PF04178.12	2	0	0	0	0	4	1	3	3
PQQ	PF01011.21	2	2	1	1	1	1	2	1	2
REPA_OB_2	PF16900.5	2	2	1	1	1	1	1	2	2
Pox_MCEL	PF03291.16	2	1	1	1	1	2	2	2	1
Glyco_hydro_85	PF03644.13	2	2	1	1	1	2	2	1	1
Glycos_transf_4	PF00953.21	1	1	2	1	4	1	1	1	1
RAC_head	PF16717.5	1	1	2	2	2	1	1	1	2
zf-RING-like	PF08746.11	2	2	1	1	1	2	2	0	2
TPMT	PF05724.11	1	1	2	1	3	1	2	1	1
Sua5_yciO_yrdC	PF01300.18	1	1	3	1	3	1	1	1	1
TIMELESS	PF04821.14	1	1	1	2	2	3	1	1	1
AAA_7	PF12775.7	1	1	2	2	2	1	1	2	1
CDC45	PF02724.14	1	1	2	2	2	1	1	2	1
GIT_SHD	PF08518.11	0	2	2	2	2	0	1	2	2
NIR_SIR	PF01077.22	2	2	1	1	1	2	2	1	1
EOS1	PF12326.8	2	2	2	1	2	0	0	2	2
Cmc1	PF08583.10	1	1	1	2	2	2	1	2	1
FhuF	PF06276.12	2	2	1	1	1	2	2	1	1
ChaC	PF04752.12	1	2	1	1	1	1	3	2	1
DHBP_synthase	PF00926.19	1	1	3	1	3	1	1	1	1
Ribosomal_S21	PF01165.20	1	1	3	1	3	1	1	1	1
PD40	PF07676.12	1	1	4	1	5	0	0	1	0
DSBA	PF01323.20	1	1	2	1	2	1	1	3	1
Med15_fungi	PF05397.12	1	2	2	2	2	0	2	1	1
RICTOR_N	PF14664.6	1	1	2	2	2	1	2	1	1
DIOX_N	PF14226.6	1	2	1	1	1	2	2	1	2
